日期,优先级,基金代码,行动提示,最大回撤(%),当日跌幅(%),RSI,MACD信号,布林带位置,MA50/MA250(d2),MA50/MA250趋势,趋势健康度,净值/MA50,净值/MA250,最新净值,试水买价(跌3%),近一周连跌
2025-11-17,P1B,11833,🌟 P1-极值超卖 (RSI<=29),10.47%,0.71%,25.44,观察,下轨附近,1.33,向上,健康,0.97,1.28,1.3846,1.343062,1
2025-11-17,P1B,15676,🌟 P1-极值超卖 (RSI<=29),10.47%,0.34%,26.91,观察,下轨附近,1.24,向上,健康,0.96,1.2,1.6043,1.556171,1
2025-11-17,P1B,14173,🌟 P1-极值超卖 (RSI<=29),10.46%,0.33%,27.18,观察,下轨附近,1.25,向上,健康,0.97,1.21,1.206,1.16982,1
2025-11-17,P1B,14544,🌟 P1-极值超卖 (RSI<=29),10.45%,1.56%,28.05,观察,下轨附近,1.34,向上,健康,0.98,1.31,1.6085,1.560245,1
2025-11-17,P1B,12809,🌟 P1-极值超卖 (RSI<=29),10.27%,-0.30%,28.97,观察,下轨附近,1.2,平稳,健康,0.96,1.15,1.0817,1.049249,2
2025-11-17,P1B,6910,关注 (回撤 9.91%),9.91%,-0.26%,28.13,观察,下轨附近,1.32,向上,健康,0.97,1.28,1.936,1.87792,2
2025-11-17,P1B,7984,关注 (回撤 8.69%),8.69%,-0.29%,27.35,观察,下轨附近,1.22,向上,健康,0.97,1.18,1.8083,1.754051,2
2025-11-17,P1B,12718,关注 (回撤 8.61%),8.61%,-0.15%,27.41,观察,下轨附近,1.26,向上,健康,0.97,1.22,1.0447,1.013359,2
2025-11-17,P2,13811,🔥 P2-强力超卖 (RSI<=35),11.47%,-0.50%,29.88,观察,下轨附近,1.26,向上,健康,0.97,1.22,0.947,0.91859,2
2025-11-17,P2,11609,🔥 P2-强力超卖 (RSI<=35),11.44%,-0.51%,29.8,观察,下轨附近,1.26,向上,健康,0.97,1.22,1.038,1.00686,2
2025-11-17,P2,11613,🔥 P2-强力超卖 (RSI<=35),11.34%,-0.50%,29.87,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.0652,1.0332439999999998,2
2025-11-17,P2,11611,🔥 P2-强力超卖 (RSI<=35),11.22%,-0.50%,29.5,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.047,1.01559,2
2025-11-17,P2,14219,🔥 P2-强力超卖 (RSI<=35),10.73%,-0.31%,34.46,观察,下轨附近,1.39,向上,健康,0.99,1.38,1.3736,1.3323919999999998,2
2025-11-17,P2,13084,🔥 P2-强力超卖 (RSI<=35),10.37%,0.19%,29.77,观察,下轨附近,1.19,平稳,健康,0.97,1.16,1.1799,1.1445029999999998,1
2025-11-17,P2,16123,🔥 P2-强力超卖 (RSI<=35),10.33%,-0.33%,34.7,观察,下轨附近,1.37,向上,健康,0.99,1.36,1.3126,1.273222,2
2025-11-17,P2,13299,🔥 P2-强力超卖 (RSI<=35),10.11%,-0.34%,33.76,观察,下轨附近,1.37,向上,健康,0.99,1.36,1.0144,0.983968,2
2025-11-17,P2,12908,🔥 P2-强力超卖 (RSI<=35),10.04%,-0.32%,34.13,观察,下轨附近,1.37,向上,健康,0.99,1.36,0.9854,0.955838,2
2025-11-17,P2,13316,关注 (回撤 9.99%),9.99%,-0.32%,34.12,观察,下轨附近,1.37,向上,健康,0.99,1.36,0.9617,0.932849,2
2025-11-17,P2,13305,关注 (回撤 9.98%),9.98%,-0.33%,34.2,观察,下轨附近,1.37,向上,健康,0.99,1.36,1.0375,1.006375,2
2025-11-17,P2,13318,关注 (回撤 9.95%),9.95%,-0.33%,34.04,观察,下轨附近,1.36,向上,健康,0.99,1.35,1.0183,0.987751,2
2025-11-17,P2,13303,关注 (回撤 9.92%),9.92%,-0.32%,34.35,观察,下轨附近,1.36,向上,健康,0.99,1.35,1.0684,1.036348,2
2025-11-17,P2,14130,关注 (回撤 9.89%),9.89%,1.86%,29.62,观察,轨道中间,1.24,平稳,健康,0.97,1.21,1.664,1.61408,1
2025-11-17,P2,12899,关注 (回撤 9.75%),9.75%,-0.33%,34.33,观察,下轨附近,1.36,向上,健康,0.99,1.35,0.9856,0.956032,2
2025-11-17,P3,23567,观察中 (RSI未超卖),20.52%,-1.93%,36.85,观察,**下轨下方**,,数据不足,数据不足,0.88,,1.0077,0.977469,4
2025-11-17,P3,3305,观察中 (RSI未超卖),16.71%,-1.24%,39.07,观察,下轨附近,1.34,平稳,健康,0.94,1.26,4.451,4.317469999999999,2
2025-11-17,P3,9645,观察中 (RSI未超卖),15.02%,0.10%,43.25,观察,下轨附近,1.38,向上,健康,0.93,1.28,1.7682,1.7151539999999998,3
2025-11-17,P3,12555,观察中 (RSI未超卖),10.23%,0.04%,38.02,观察,轨道中间,1.34,向上,健康,0.99,1.33,0.9695,0.940415,1
2025-11-17,P3,14985,关注 (回撤 9.98%),9.98%,-0.30%,39.71,观察,轨道中间,1.34,向上,健康,1.0,1.35,1.6976,1.646672,2
2025-11-17,P3,160424,关注 (回撤 9.92%),9.92%,-0.29%,39.78,观察,轨道中间,1.35,向上,健康,1.0,1.35,2.3679,2.296863,2
2025-11-17,P3,14662,关注 (回撤 9.85%),9.85%,-2.40%,62.38,观察,轨道中间,1.18,向上,健康,1.04,1.23,2.0735,2.011295,2
2025-11-17,P3,8987,关注 (回撤 9.72%),9.72%,-2.39%,62.44,观察,轨道中间,1.18,向上,健康,1.04,1.24,1.9604,1.901588,2
2025-11-17,P3,1593,关注 (回撤 9.58%),9.58%,-0.19%,40.97,观察,轨道中间,1.3,向上,健康,1.0,1.31,1.2322,1.195234,2
2025-11-17,P3,13277,关注 (回撤 9.52%),9.52%,-0.20%,40.79,观察,轨道中间,1.3,向上,健康,1.0,1.3,1.1152,1.081744,2
2025-11-17,P3,15673,关注 (回撤 9.49%),9.49%,-0.21%,40.73,观察,轨道中间,1.3,向上,健康,1.0,1.3,1.3866,1.345002,2
2025-11-17,P3,7665,关注 (回撤 9.45%),9.45%,-0.19%,40.97,观察,轨道中间,1.31,向上,健康,1.0,1.31,1.7087,1.657439,2
2025-11-17,P3,15600,关注 (回撤 9.45%),9.45%,-0.20%,40.88,观察,轨道中间,1.31,向上,健康,1.0,1.31,1.716,1.66452,2
2025-11-17,P3,4744,关注 (回撤 9.42%),9.42%,-0.19%,40.96,观察,轨道中间,1.3,向上,健康,1.0,1.31,3.1027,3.009619,2
2025-11-17,P3,11036,关注 (回撤 9.16%),9.16%,0.54%,39.42,观察,轨道中间,1.35,平稳,健康,1.0,1.35,1.2197,1.183109,1
2025-11-17,P3,11317,关注 (回撤 9.00%),9.00%,0.02%,42.11,观察,轨道中间,1.26,向上,健康,1.0,1.26,1.0922,1.059434,1
2025-11-17,P3,10356,关注 (回撤 8.99%),8.99%,0.19%,42.04,观察,轨道中间,1.3,向上,健康,1.0,1.3,2.1279,2.064063,1
2025-11-17,P3,8400,关注 (回撤 8.93%),8.93%,-0.20%,38.0,观察,下轨附近,1.28,向上,健康,1.0,1.28,1.8966,1.839702,2
2025-11-17,P3,15795,关注 (回撤 8.67%),8.67%,-0.14%,38.87,观察,轨道中间,1.32,向上,健康,0.99,1.31,1.2096,1.173312,2
2025-11-17,P3,14332,关注 (回撤 8.61%),8.61%,0.53%,39.35,观察,轨道中间,1.35,平稳,健康,1.0,1.35,1.1697,1.134609,1
2025-11-17,P3,4433,关注 (回撤 7.99%),7.99%,-0.32%,57.3,观察,轨道中间,1.33,向上,健康,1.07,1.43,1.6958,1.644926,2
2025-11-17,P3,10063,关注 (回撤 7.96%),7.96%,-1.72%,51.67,观察,轨道中间,1.23,向上,健康,1.04,1.27,0.8898,0.863106,2
2025-11-17,P3,12901,关注 (回撤 7.91%),7.91%,-0.34%,37.69,观察,下轨附近,1.3,向上,健康,0.99,1.29,0.8531,0.827507,2
2025-11-17,P3,5627,关注 (回撤 7.89%),7.89%,-0.36%,35.63,观察,下轨附近,1.24,向上,健康,0.99,1.23,2.2953,2.226441,2
2025-11-17,P3,13081,关注 (回撤 7.83%),7.83%,-0.56%,55.17,观察,轨道中间,1.35,向上,健康,1.07,1.44,2.5927,2.514919,2
2025-11-17,P3,11372,关注 (回撤 7.74%),7.74%,-0.65%,55.61,观察,轨道中间,1.2,平稳,健康,0.99,1.19,0.706,0.68482,2
2025-11-17,P3,5727,关注 (回撤 7.24%),7.24%,0.62%,50.38,观察,轨道中间,1.15,平稳,健康,1.01,1.16,1.276,1.23772,1
2025-11-17,P3,501037,关注 (回撤 7.14%),7.14%,0.00%,44.01,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.3491,1.308627,1
2025-11-17,P3,15596,关注 (回撤 7.03%),7.03%,-0.54%,56.15,观察,轨道中间,1.35,向上,健康,1.07,1.44,2.1057,2.042529,2
2025-11-17,P3,11965,关注 (回撤 6.90%),6.90%,-0.03%,44.16,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.1447,1.110359,2
2025-11-17,P3,7413,关注 (回撤 6.88%),6.88%,-0.05%,46.92,观察,轨道中间,1.21,平稳,健康,1.01,1.22,1.743,1.6907100000000002,2
2025-11-17,P3,70039,关注 (回撤 6.82%),6.82%,-0.01%,44.27,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.6293,1.580421,2
2025-11-17,P3,4348,关注 (回撤 6.78%),6.78%,-0.02%,44.24,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.9703,1.911191,2
2025-11-17,P3,6382,关注 (回撤 6.72%),6.72%,-0.01%,44.33,观察,轨道中间,1.17,平稳,健康,1.0,1.17,0.8432,0.817904,2
2025-11-17,P3,7029,关注 (回撤 6.71%),6.71%,-0.02%,44.36,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.6962,1.645314,2
2025-11-17,P3,5919,关注 (回撤 6.70%),6.70%,-0.01%,44.3,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.4268,1.383996,2
2025-11-17,P3,6938,关注 (回撤 6.69%),6.69%,0.00%,44.16,观察,轨道中间,1.17,平稳,健康,1.0,1.18,2.1962,2.1303140000000003,1
2025-11-17,P3,7223,关注 (回撤 6.67%),6.67%,-0.03%,44.54,观察,轨道中间,1.17,向上,健康,1.01,1.18,1.3648,1.323856,2
2025-11-17,P3,8001,关注 (回撤 6.64%),6.64%,-0.02%,44.4,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.4199,1.377303,2
2025-11-17,P3,6215,关注 (回撤 6.49%),6.49%,0.00%,43.97,观察,轨道中间,1.17,向上,健康,1.0,1.18,1.3746,1.333362,1
2025-11-17,P3,7794,关注 (回撤 6.38%),6.38%,-0.72%,38.62,观察,下轨附近,1.17,平稳,健康,0.99,1.16,1.9068,1.849596,2
2025-11-17,P3,15454,关注 (回撤 6.37%),6.37%,-0.13%,46.52,观察,轨道中间,1.2,向上,健康,1.02,1.22,1.3331,1.293107,2
2025-11-17,P3,14345,关注 (回撤 6.34%),6.34%,-0.49%,37.69,观察,下轨附近,1.22,平稳,健康,1.0,1.22,1.3877,1.346069,2
2025-11-17,P3,5795,关注 (回撤 6.06%),6.06%,-0.56%,36.84,观察,下轨附近,1.19,平稳,健康,0.99,1.17,1.5995,1.551515,2
2025-11-18,P1A,007301,🌟 P1-极值超卖 (RSI<=29),12.81%,-3.16%,24.95,观察,下轨附近,1.26,向上,健康,0.97,1.22,2.7034,2.622298,2
2025-11-18,P1B,013292,🌟 P1-极值超卖 (RSI<=29),13.96%,0.10%,23.48,观察,下轨附近,1.14,平稳,健康,0.95,1.08,1.986,1.92642,1
2025-11-18,P1B,010956,🌟 P1-极值超卖 (RSI<=29),13.92%,0.12%,23.86,观察,下轨附近,1.15,平稳,健康,0.95,1.08,1.0672,1.0351839999999999,1
2025-11-18,P1B,010524,🌟 P1-极值超卖 (RSI<=29),13.60%,0.84%,23.89,观察,下轨附近,1.48,向上,健康,0.97,1.44,1.4754,1.431138,2
2025-11-18,P1B,008327,🌟 P1-极值超卖 (RSI<=29),13.36%,0.92%,22.26,观察,下轨附近,1.51,向上,健康,0.96,1.45,2.2664,2.1984079999999997,2
2025-11-18,P1B,012630,🌟 P1-极值超卖 (RSI<=29),13.09%,-0.60%,24.66,观察,下轨附近,1.27,向上,健康,0.96,1.22,0.989,0.95933,2
2025-11-18,P1B,008888,🌟 P1-极值超卖 (RSI<=29),12.99%,-0.60%,24.76,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.4501,1.4065969999999999,2
2025-11-18,P1B,015788,🌟 P1-极值超卖 (RSI<=29),12.88%,-0.26%,25.95,观察,下轨附近,1.21,向上,健康,0.95,1.15,1.4602,1.416394,2
2025-11-18,P1B,012838,🌟 P1-极值超卖 (RSI<=29),12.87%,-0.15%,25.58,观察,下轨附近,1.26,向上,健康,0.97,1.22,0.9117,0.8843489999999999,2
2025-11-18,P1B,012970,🌟 P1-极值超卖 (RSI<=29),12.77%,-0.59%,24.78,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.0294,0.998518,2
2025-11-18,P1B,015337,🌟 P1-极值超卖 (RSI<=29),12.75%,-0.19%,25.74,观察,下轨附近,1.26,向上,健康,0.97,1.23,1.2381,1.200957,2
2025-11-18,P1B,012553,🌟 P1-极值超卖 (RSI<=29),12.69%,-0.19%,25.73,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.0721,1.0399370000000001,2
2025-11-18,P1B,007816,🌟 P1-极值超卖 (RSI<=29),12.52%,-0.71%,18.31,观察,下轨附近,1.27,平稳,健康,0.93,1.19,1.437,1.39389,2
2025-11-18,P1B,014777,🌟 P1-极值超卖 (RSI<=29),12.48%,-0.18%,25.85,观察,下轨附近,1.26,向上,健康,0.97,1.23,1.1935,1.157695,2
2025-11-18,P1B,014194,🌟 P1-极值超卖 (RSI<=29),12.46%,-0.37%,27.59,观察,下轨附近,1.30,向上,健康,0.99,1.29,1.179,1.14363,2
2025-11-18,P1B,010531,🌟 P1-极值超卖 (RSI<=29),12.36%,0.10%,24.72,观察,下轨附近,1.34,向上,健康,0.96,1.29,1.449,1.40553,1
2025-11-18,P1B,012551,🌟 P1-极值超卖 (RSI<=29),12.29%,-0.32%,25.19,观察,下轨附近,1.30,向上,健康,0.96,1.25,1.1704,1.135288,2
2025-11-18,P1B,015895,🌟 P1-极值超卖 (RSI<=29),12.22%,-0.06%,26.46,观察,下轨附近,1.30,向上,健康,0.96,1.25,1.449,1.40553,2
2025-11-18,P1B,014419,🌟 P1-极值超卖 (RSI<=29),12.16%,-0.20%,26.59,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.1018,1.068746,2
2025-11-18,P1B,015877,🌟 P1-极值超卖 (RSI<=29),12.01%,-0.05%,26.43,观察,下轨附近,1.31,向上,健康,0.96,1.25,1.4832,1.438704,2
2025-11-18,P1B,014172,🌟 P1-极值超卖 (RSI<=29),11.75%,0.24%,27.87,观察,下轨附近,1.25,向上,健康,0.97,1.21,1.265,1.22705,1
2025-11-18,P1B,001618,🌟 P1-极值超卖 (RSI<=29),11.73%,-0.09%,25.45,观察,下轨附近,1.29,向上,健康,0.97,1.25,1.8445,1.789165,2
2025-11-18,P1B,012040,🌟 P1-极值超卖 (RSI<=29),11.61%,0.21%,26.29,观察,下轨附近,1.26,向上,健康,0.97,1.22,1.3097,1.2704090000000001,1
2025-11-18,P1B,002974,🌟 P1-极值超卖 (RSI<=29),11.55%,0.19%,25.87,观察,下轨附近,1.25,向上,健康,0.96,1.21,1.5276,1.481772,1
2025-11-18,P1B,013894,🌟 P1-极值超卖 (RSI<=29),11.39%,-2.57%,28.1,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.1866,1.151002,2
2025-11-18,P1B,011840,🌟 P1-极值超卖 (RSI<=29),10.90%,0.94%,25.54,观察,下轨附近,1.35,向上,健康,0.96,1.3,1.4286,1.385742,1
2025-11-18,P1B,009239,🌟 P1-极值超卖 (RSI<=29),10.89%,0.92%,25.45,观察,下轨附近,1.35,向上,健康,0.96,1.3,2.1749,2.109653,1
2025-11-18,P1B,012734,🌟 P1-极值超卖 (RSI<=29),10.85%,0.95%,25.68,观察,下轨附近,1.34,向上,健康,0.96,1.3,1.6314,1.582458,1
2025-11-18,P1B,013122,🌟 P1-极值超卖 (RSI<=29),10.84%,0.05%,24.48,观察,下轨附近,1.25,向上,健康,0.96,1.21,1.0805,1.048085,1
2025-11-18,P1B,007874,🌟 P1-极值超卖 (RSI<=29),10.83%,0.04%,22.17,观察,下轨附近,1.30,向上,健康,0.96,1.25,1.582,1.53454,1
2025-11-18,P1B,014855,🌟 P1-极值超卖 (RSI<=29),10.63%,-1.08%,26.48,观察,下轨附近,1.32,向上,健康,1.0,1.31,1.8243,1.769571,2
2025-11-18,P1B,011833,🌟 P1-极值超卖 (RSI<=29),10.47%,0.71%,25.44,观察,下轨附近,1.33,向上,健康,0.97,1.28,1.3846,1.343062,1
2025-11-18,P1B,015676,🌟 P1-极值超卖 (RSI<=29),10.47%,0.34%,26.91,观察,下轨附近,1.24,向上,健康,0.96,1.2,1.6043,1.556171,1
2025-11-18,P1B,014173,🌟 P1-极值超卖 (RSI<=29),10.46%,0.33%,27.18,观察,下轨附近,1.25,向上,健康,0.97,1.21,1.206,1.1698199999999999,1
2025-11-18,P1B,014544,🌟 P1-极值超卖 (RSI<=29),10.45%,1.56%,28.05,观察,下轨附近,1.34,向上,健康,0.98,1.31,1.6085,1.560245,1
2025-11-18,P1B,012809,🌟 P1-极值超卖 (RSI<=29),10.27%,-0.30%,28.97,观察,下轨附近,1.20,平稳,健康,0.96,1.15,1.0817,1.049249,2
2025-11-18,P1B,006910,关注 (回撤 9.91%),9.91%,-0.26%,28.13,观察,下轨附近,1.32,向上,健康,0.97,1.28,1.936,1.8779199999999998,2
2025-11-18,P1B,007984,关注 (回撤 8.69%),8.69%,-0.29%,27.35,观察,下轨附近,1.22,向上,健康,0.97,1.18,1.8083,1.754051,2
2025-11-18,P1B,012718,关注 (回撤 8.61%),8.61%,-0.15%,27.41,观察,下轨附近,1.26,向上,健康,0.97,1.22,1.0447,1.013359,2
2025-11-18,P2,013811,🔥 P2-强力超卖 (RSI<=35),11.47%,-0.50%,29.88,观察,下轨附近,1.26,向上,健康,0.97,1.22,0.947,0.9185899999999999,2
2025-11-18,P2,011609,🔥 P2-强力超卖 (RSI<=35),11.44%,-0.51%,29.8,观察,下轨附近,1.26,向上,健康,0.97,1.22,1.038,1.00686,2
2025-11-18,P2,011613,🔥 P2-强力超卖 (RSI<=35),11.34%,-0.50%,29.87,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.0652,1.0332439999999998,2
2025-11-18,P2,011611,🔥 P2-强力超卖 (RSI<=35),11.22%,-0.50%,29.5,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.047,1.01559,2
2025-11-18,P2,014219,🔥 P2-强力超卖 (RSI<=35),10.73%,-0.31%,34.46,观察,下轨附近,1.39,向上,健康,0.99,1.38,1.3736,1.3323919999999998,2
2025-11-18,P2,013084,🔥 P2-强力超卖 (RSI<=35),10.37%,0.19%,29.77,观察,下轨附近,1.19,平稳,健康,0.97,1.16,1.1799,1.1445029999999998,1
2025-11-18,P2,016123,🔥 P2-强力超卖 (RSI<=35),10.33%,-0.33%,34.7,观察,下轨附近,1.37,向上,健康,0.99,1.36,1.3126,1.2732219999999999,2
2025-11-18,P2,013299,🔥 P2-强力超卖 (RSI<=35),10.11%,-0.34%,33.76,观察,下轨附近,1.37,向上,健康,0.99,1.36,1.0144,0.983968,2
2025-11-18,P2,012908,🔥 P2-强力超卖 (RSI<=35),10.04%,-0.32%,34.13,观察,下轨附近,1.37,向上,健康,0.99,1.36,0.9854,0.9558380000000001,2
2025-11-18,P2,013316,关注 (回撤 9.99%),9.99%,-0.32%,34.12,观察,下轨附近,1.37,向上,健康,0.99,1.36,0.9617,0.9328489999999999,2
2025-11-18,P2,013305,关注 (回撤 9.98%),9.98%,-0.33%,34.2,观察,下轨附近,1.37,向上,健康,0.99,1.36,1.0375,1.006375,2
2025-11-18,P2,013318,关注 (回撤 9.95%),9.95%,-0.33%,34.04,观察,下轨附近,1.36,向上,健康,0.99,1.35,1.0183,0.9877509999999999,2
2025-11-18,P2,013303,关注 (回撤 9.92%),9.92%,-0.32%,34.35,观察,下轨附近,1.36,向上,健康,0.99,1.35,1.0684,1.036348,2
2025-11-18,P2,014130,关注 (回撤 9.89%),9.89%,1.86%,29.62,观察,轨道中间,1.24,平稳,健康,0.97,1.21,1.664,1.61408,1
2025-11-18,P2,012899,关注 (回撤 9.75%),9.75%,-0.33%,34.33,观察,下轨附近,1.36,向上,健康,0.99,1.35,0.9856,0.956032,2
2025-11-18,P3,023567,观察中 (RSI未超卖),20.52%,-1.93%,36.85,观察,**下轨下方**,NaN,数据不足,数据不足,0.88,,1.0077,0.977469,4
2025-11-18,P3,003305,观察中 (RSI未超卖),16.71%,-1.24%,39.07,观察,下轨附近,1.34,平稳,健康,0.94,1.26,4.451,4.317469999999999,2
2025-11-18,P3,009645,观察中 (RSI未超卖),15.02%,0.10%,43.25,观察,下轨附近,1.38,向上,健康,0.93,1.28,1.7682,1.7151539999999998,3
2025-11-18,P3,012555,观察中 (RSI未超卖),10.23%,0.04%,38.02,观察,轨道中间,1.34,向上,健康,0.99,1.33,0.9695,0.940415,1
2025-11-18,P3,014985,关注 (回撤 9.98%),9.98%,-0.30%,39.71,观察,轨道中间,1.34,向上,健康,1.0,1.35,1.6976,1.646672,2
2025-11-18,P3,160424,关注 (回撤 9.92%),9.92%,-0.29%,39.78,观察,轨道中间,1.35,向上,健康,1.0,1.35,2.3679,2.296863,2
2025-11-18,P3,014662,关注 (回撤 9.85%),9.85%,-2.40%,62.38,观察,轨道中间,1.18,向上,健康,1.04,1.23,2.0735,2.011295,2
2025-11-18,P3,008987,关注 (回撤 9.72%),9.72%,-2.39%,62.44,观察,轨道中间,1.18,向上,健康,1.04,1.24,1.9604,1.9015879999999998,2
2025-11-18,P3,001593,关注 (回撤 9.58%),9.58%,-0.19%,40.97,观察,轨道中间,1.30,向上,健康,1.0,1.31,1.2322,1.195234,2
2025-11-18,P3,013277,关注 (回撤 9.52%),9.52%,-0.20%,40.79,观察,轨道中间,1.30,向上,健康,1.0,1.3,1.1152,1.081744,2
2025-11-18,P3,015673,关注 (回撤 9.49%),9.49%,-0.21%,40.73,观察,轨道中间,1.30,向上,健康,1.0,1.3,1.3866,1.345002,2
2025-11-18,P3,007665,关注 (回撤 9.45%),9.45%,-0.19%,40.97,观察,轨道中间,1.31,向上,健康,1.0,1.31,1.7087,1.657439,2
2025-11-18,P3,015600,关注 (回撤 9.45%),9.45%,-0.20%,40.88,观察,轨道中间,1.31,向上,健康,1.0,1.31,1.716,1.66452,2
2025-11-18,P3,004744,关注 (回撤 9.42%),9.42%,-0.19%,40.96,观察,轨道中间,1.30,向上,健康,1.0,1.31,3.1027,3.009619,2
2025-11-18,P3,011036,关注 (回撤 9.16%),9.16%,0.54%,39.42,观察,轨道中间,1.35,平稳,健康,1.0,1.35,1.2197,1.183109,1
2025-11-18,P3,011317,关注 (回撤 9.00%),9.00%,0.02%,42.11,观察,轨道中间,1.26,向上,健康,1.0,1.26,1.0922,1.059434,1
2025-11-18,P3,010356,关注 (回撤 8.99%),8.99%,0.19%,42.04,观察,轨道中间,1.30,向上,健康,1.0,1.3,2.1279,2.064063,1
2025-11-18,P3,008400,关注 (回撤 8.93%),8.93%,-0.20%,38.0,观察,下轨附近,1.28,向上,健康,1.0,1.28,1.8966,1.839702,2
2025-11-18,P3,015795,关注 (回撤 8.67%),8.67%,-0.14%,38.87,观察,轨道中间,1.32,向上,健康,0.99,1.31,1.2096,1.173312,2
2025-11-18,P3,014332,关注 (回撤 8.61%),8.61%,0.53%,39.35,观察,轨道中间,1.35,平稳,健康,1.0,1.35,1.1697,1.134609,1
2025-11-18,P3,004433,关注 (回撤 7.99%),7.99%,-0.32%,57.3,观察,轨道中间,1.33,向上,健康,1.07,1.43,1.6958,1.6449259999999999,2
2025-11-18,P3,010063,关注 (回撤 7.96%),7.96%,-1.72%,51.67,观察,轨道中间,1.23,向上,健康,1.04,1.27,0.8898,0.863106,2
2025-11-18,P3,012901,关注 (回撤 7.91%),7.91%,-0.34%,37.69,观察,下轨附近,1.30,向上,健康,0.99,1.29,0.8531,0.827507,2
2025-11-18,P3,005627,关注 (回撤 7.89%),7.89%,-0.36%,35.63,观察,下轨附近,1.24,向上,健康,0.99,1.23,2.2953,2.226441,2
2025-11-18,P3,013081,关注 (回撤 7.83%),7.83%,-0.56%,55.17,观察,轨道中间,1.35,向上,健康,1.07,1.44,2.5927,2.514919,2
2025-11-18,P3,011372,关注 (回撤 7.74%),7.74%,-0.65%,55.61,观察,轨道中间,1.20,平稳,健康,0.99,1.19,0.706,0.68482,2
2025-11-18,P3,005727,关注 (回撤 7.24%),7.24%,0.62%,50.38,观察,轨道中间,1.15,平稳,健康,1.01,1.16,1.276,1.23772,1
2025-11-18,P3,501037,关注 (回撤 7.14%),7.14%,0.00%,44.01,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.3491,1.308627,1
2025-11-18,P3,015596,关注 (回撤 7.03%),7.03%,-0.54%,56.15,观察,轨道中间,1.35,向上,健康,1.07,1.44,2.1057,2.042529,2
2025-11-18,P3,011965,关注 (回撤 6.90%),6.90%,-0.03%,44.16,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.1447,1.110359,2
2025-11-18,P3,007413,关注 (回撤 6.88%),6.88%,-0.05%,46.92,观察,轨道中间,1.21,平稳,健康,1.01,1.22,1.743,1.6907100000000002,2
2025-11-18,P3,070039,关注 (回撤 6.82%),6.82%,-0.01%,44.27,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.6293,1.5804209999999999,2
2025-11-18,P3,004348,关注 (回撤 6.78%),6.78%,-0.02%,44.24,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.9703,1.9111909999999999,2
2025-11-18,P3,006382,关注 (回撤 6.72%),6.72%,-0.01%,44.33,观察,轨道中间,1.17,平稳,健康,1.0,1.17,0.8432,0.817904,2
2025-11-18,P3,007029,关注 (回撤 6.71%),6.71%,-0.02%,44.36,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.6962,1.645314,2
2025-11-18,P3,005919,关注 (回撤 6.70%),6.70%,-0.01%,44.3,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.4268,1.383996,2
2025-11-18,P3,006938,关注 (回撤 6.69%),6.69%,0.00%,44.16,观察,轨道中间,1.17,平稳,健康,1.0,1.18,2.1962,2.1303140000000003,1
2025-11-18,P3,007223,关注 (回撤 6.67%),6.67%,-0.03%,44.54,观察,轨道中间,1.17,向上,健康,1.01,1.18,1.3648,1.323856,2
2025-11-18,P3,008001,关注 (回撤 6.64%),6.64%,-0.02%,44.4,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.4199,1.377303,2
2025-11-18,P3,006215,关注 (回撤 6.49%),6.49%,0.00%,43.97,观察,轨道中间,1.17,向上,健康,1.0,1.18,1.3746,1.333362,1
2025-11-18,P3,007794,关注 (回撤 6.38%),6.38%,-0.72%,38.62,观察,下轨附近,1.17,平稳,健康,0.99,1.16,1.9068,1.849596,2
2025-11-18,P3,015454,关注 (回撤 6.37%),6.37%,-0.13%,46.52,观察,轨道中间,1.20,向上,健康,1.02,1.22,1.3331,1.293107,2
2025-11-18,P3,014345,关注 (回撤 6.34%),6.34%,-0.49%,37.69,观察,下轨附近,1.22,平稳,健康,1.0,1.22,1.3877,1.346069,2
2025-11-18,P3,005795,关注 (回撤 6.06%),6.06%,-0.56%,36.84,观察,下轨附近,1.19,平稳,健康,0.99,1.17,1.5995,1.551515,2
